sex,marriage,nr_dependants,income,income_other,bank_accounts,bank_accounts_sp,assets,age,default,credit_card
1,2,0,606,0,0,0,0,34,0,0
2,2,0,350,0,0,0,0,53,0,0
1,1,0,840,0,1,1,0,32,0,0
1,2,0,400,0,1,1,0,21,0,0
2,1,0,350,0,1,1,0,38,0,0
1,2,0,523,0,1,1,0,39,0,0
2,2,0,1050,0,0,0,0,22,0,1
1,4,0,350,0,1,1,0,60,0,0
1,1,1,300,0,0,0,0,23,0,0
1,2,0,288,0,0,0,0,58,1,0
2,6,0,598,0,1,1,0,56,0,0
1,6,1,394,0,1,1,0,28,0,0
1,1,2,195,0,0,0,0,41,0,0
1,2,2,446.01,0,0,0,0,32,1,0
1,1,0,1935,0,1,1,0,48,1,0
1,1,0,1617,0,1,1,0,45,0,0
2,2,2,521,0,0,0,0,43,0,0
2,4,0,350,0,1,1,0,75,0,0
2,2,0,950,0,1,1,0,33,0,0
1,2,0,1280,0,1,1,0,40,0,0
2,2,0,713,0,0,0,100000,45,0,0
1,2,0,334,0,0,0,0,61,0,0
1,1,0,1375,0,0,0,0,53,1,0
2,2,1,707,0,0,0,50000,30,0,1
1,2,0,749,0,1,1,0,34,0,0
1,1,2,360,0,1,1,0,32,1,0
1,1,0,672,0,0,0,0,52,0,0
2,4,0,665,0,0,0,0,76,0,1
1,1,1,399,0,1,1,0,24,0,0
2,1,0,800,0,0,0,0,37,0,0
2,2,3,442,0,1,1,0,39,1,0
1,1,0,369,0,1,1,0,23,0,0
1,1,0,511,0,1,1,0,35,1,0
1,1,0,350,0,1,1,0,25,0,0
1,1,0,421,0,1,1,0,31,0,0
1,1,0,840,0,0,0,0,19,1,0
2,2,0,700,0,0,0,150000,51,1,0
1,4,1,530,0,1,1,0,30,0,1
2,1,0,623,0,0,0,0,28,0,0
2,2,0,602,0,0,0,0,29,0,0
2,2,0,350,0,1,1,0,80,1,0
1,1,3,350,0,0,0,0,38,1,0
1,1,1,2298,0,1,1,0,45,0,0
2,2,0,350,0,1,1,35000,68,1,0
2,2,0,1200,0,1,1,0,46,0,0
1,2,0,580,0,1,1,0,59,0,0
1,2,0,350,800,1,1,0,23,1,0
1,1,4,500,0,1,1,0,35,1,0
1,1,0,467,0,1,1,0,18,1,0
1,1,0,1250,0,0,0,0,37,0,0
1,1,0,650,0,0,0,0,31,1,0
1,1,0,350,0,0,0,0,21,1,0
2,1,0,458.5,0,0,0,0,37,0,0
2,2,2,508,0,0,0,0,38,1,0
1,1,0,277,0,0,0,0,72,0,1
1,2,3,400,380,0,0,0,48,0,0
2,2,0,2105,0,1,1,0,67,1,0
1,1,0,350,0,0,0,0,22,1,1
2,2,0,1061,0,0,0,0,51,0,0
1,2,1,200,0,1,1,0,35,0,1
2,2,0,1200,0,0,0,0,59,0,0
1,2,2,1000,0,0,0,0,34,1,0
1,2,0,1500,0,1,1,0,37,0,1
2,1,0,350,0,1,1,0,35,0,0
2,2,3,903,0,1,1,0,35,1,0
1,1,0,500,0,0,0,0,35,0,0
2,2,0,526,0,1,1,0,26,1,0
1,1,0,704,0,0,0,0,51,0,0
2,2,1,350,0,0,0,0,28,0,0
1,4,0,367,0,0,0,0,46,0,0
1,2,0,225,0,0,0,30000,41,0,0
2,2,1,484,0,0,0,0,38,0,0
1,1,0,420,0,0,0,0,38,0,0
1,4,0,285,0,0,0,0,47,0,0
2,2,3,454,0,0,0,0,32,0,0
1,2,0,879,0,1,1,0,58,0,0
1,1,0,1590,0,0,0,0,55,0,0
2,1,2,785,0,0,0,10000,40,0,0
1,5,0,380,0,0,0,0,64,0,0
1,2,0,3000,0,0,0,0,39,0,0
1,1,1,693,0,0,0,0,25,1,0
2,6,0,1862,0,1,1,45000,39,0,0
1,2,0,175,0,0,0,0,37,0,0
1,1,0,500,0,0,0,0,29,0,0
2,1,0,800,0,0,0,0,37,0,0
1,2,3,421,600,0,0,0,41,0,0
1,2,1,478.6,0,0,0,0,36,0,1
2,2,2,588,0,1,1,0,28,0,1
1,2,1,380,0,0,0,0,48,1,0
1,2,0,1500,0,0,0,0,46,0,0
2,2,0,500,0,1,1,0,74,0,0
1,1,3,567,0,0,0,0,29,1,1
1,2,0,351,0,0,0,0,56,0,0
1,4,2,1000,0,1,1,0,35,0,0
1,6,0,453,0,0,0,0,37,0,0
2,2,5,350,0,1,1,0,61,0,0
1,2,0,526.41,0,0,0,15000,51,0,0
1,2,0,400,0,0,0,0,50,0,0
2,2,0,350,0,0,0,0,74,0,0
2,2,0,1100,0,0,0,0,48,0,0
2,2,0,1200,0,1,1,0,55,1,0
1,2,4,1428,0,0,0,0,41,0,0
1,1,1,456,0,0,0,0,34,0,0
1,1,0,350,0,0,0,0,32,1,0
1,2,0,516,0,1,1,0,63,0,0
2,2,2,1000,0,1,1,0,33,1,0
2,2,2,808,0,1,1,0,26,0,0
2,1,0,380,0,0,0,0,18,1,0
1,1,1,610,0,1,1,0,42,0,0
1,2,0,1400,0,0,0,0,29,1,0
1,1,0,651,0,0,0,0,24,1,0
1,2,2,1500,0,0,0,0,26,0,0
1,1,1,388,0,0,0,0,45,0,0
1,5,0,591,0,1,1,0,30,1,0
1,2,0,367,0,1,1,0,32,0,0
2,2,1,450,0,0,0,0,49,0,0
2,2,3,750,0,1,1,0,67,0,0
1,2,0,500,0,0,0,0,55,0,0
1,2,0,2500,0,1,1,0,38,1,1
2,4,0,350,0,0,0,0,70,1,0
2,2,3,851,0,1,1,0,52,0,0
2,2,0,1250,600,1,1,0,34,1,0
1,2,0,287,0,0,0,0,67,0,0
2,1,0,1161,0,1,1,0,31,1,1
1,4,0,900,0,1,1,0,31,0,0
1,2,2,1000,0,1,1,0,32,0,0
1,4,0,350,0,0,0,0,67,0,0
2,2,0,559,500,1,1,25000,44,0,0
2,1,0,200,0,0,0,0,27,1,0
2,2,0,611,0,1,1,0,53,1,0
1,2,0,500,0,1,1,0,58,0,0
2,2,0,390,0,0,0,0,70,0,0
1,3,0,608,0,0,0,0,50,0,0
1,2,0,504,793,0,0,0,31,0,1
1,2,0,461,0,0,0,0,32,1,0
1,2,1,991,350,1,1,40000,62,0,0
1,2,0,350,0,1,1,0,56,0,0
1,2,0,350,0,1,1,0,27,0,0
1,2,0,350,0,0,0,0,40,0,0
1,2,1,280,0,0,0,0,47,0,0
1,5,0,500,0,0,0,0,44,0,0
1,2,1,554,0,0,0,0,26,0,1
2,2,0,3025,0,0,0,0,52,0,0
1,7,0,350,0,1,1,0,24,0,0
1,2,4,450,0,0,0,0,39,0,0
1,1,0,550,0,1,1,0,44,0,0
2,2,0,350,0,0,0,0,20,1,0
2,2,0,603,0,1,1,0,50,1,0
2,2,0,800,0,1,1,0,32,1,0
1,1,0,363,0,0,0,0,50,0,0
2,5,0,563,0,0,0,0,60,1,0
1,1,0,350,0,0,0,0,42,0,0
1,1,4,243.6,0,0,0,0,20,0,1
2,2,3,383,0,1,1,0,31,1,1
2,2,0,633,0,1,1,0,63,1,0
1,2,2,2000,0,0,0,0,37,0,0
2,2,1,1300,0,0,0,0,62,0,0
1,1,0,508,0,0,0,0,32,1,0
1,2,2,350,0,0,0,0,40,0,0
1,7,0,1269,0,1,1,0,46,0,0
1,2,0,370,0,0,0,0,41,0,1
1,2,0,350,0,0,0,0,21,0,1
1,3,0,1123,0,0,0,0,55,0,0
2,2,0,500,0,0,0,0,45,1,0
1,4,0,350,0,1,1,0,57,0,0
1,1,0,1100,0,0,0,0,37,1,1
1,2,3,700,0,0,0,0,32,0,0
1,1,0,280,0,0,0,0,32,1,0
1,2,0,590,0,1,1,0,28,0,0
1,2,0,400,0,0,0,0,33,1,0
1,1,0,350,0,0,0,0,36,0,0
1,1,0,855,0,1,1,0,26,0,1
2,2,0,600,0,0,0,0,19,0,0
2,2,2,442,0,1,1,0,38,0,0
2,2,0,800,0,1,1,0,53,0,0
2,2,1,1300,0,1,1,0,64,0,1
2,2,1,380,0,0,0,0,49,0,0
2,2,0,1035.33,0,0,0,0,53,0,1
2,4,0,350,0,0,0,0,77,1,0
2,1,0,531,0,0,0,0,34,1,0
2,2,2,974,0,0,0,0,37,0,0
1,2,1,543,0,0,0,6000000,38,1,0
1,1,0,350,0,0,0,0,18,0,0
2,2,0,350,0,0,0,0,72,0,0
1,7,0,400,0,1,1,0,44,0,0
1,2,0,600,0,0,0,0,41,0,0
1,2,4,2080,0,1,1,0,62,0,1
1,1,1,718,0,1,1,0,45,0,0
2,2,1,887,0,1,1,0,58,0,1
2,2,2,386,0,0,0,0,34,1,0
2,2,3,1018,0,1,1,0,64,0,0
1,4,0,350,0,0,0,25000,61,1,0
1,2,3,500,0,0,0,0,30,0,0
2,1,0,500,0,0,0,16000,29,1,0
1,2,0,350,0,1,1,0,60,0,1
2,5,1,2163,0,1,1,0,64,0,0
1,1,0,350,0,0,0,0,18,1,0
1,1,0,351,0,1,1,0,39,0,0
1,5,0,300,0,0,0,0,44,0,1
1,1,4,600,0,1,1,0,33,1,0
2,2,2,300,0,1,1,0,43,0,0
2,1,0,450,0,1,1,0,49,1,1
2,2,0,1016,0,1,1,0,58,0,0
1,4,1,402,0,1,1,0,36,0,1
2,2,4,1050,0,0,0,0,47,1,0
2,2,0,665,0,0,0,0,60,0,0
1,1,0,373,0,0,0,0,47,1,0
1,2,2,368,0,1,1,0,36,0,0
2,2,2,848,0,0,0,0,44,0,1
2,2,0,500,0,1,1,0,29,1,0
2,2,1,979,0,0,0,0,35,0,0
1,1,2,350,0,0,0,0,40,0,0
1,2,0,393,0,0,0,0,34,0,0
1,1,2,600,0,0,0,0,31,1,0
1,1,0,500,0,0,0,0,53,0,0
1,1,0,580,0,1,1,0,60,0,0
1,1,0,420.19,0,0,0,8000,36,0,1
1,2,0,367,0,0,0,0,43,0,0
1,2,0,250,0,0,0,0,30,1,0
2,1,0,350,0,0,0,0,67,0,0
1,2,0,490.08,0,0,0,0,29,1,0
1,2,3,412,0,0,0,0,35,0,1
1,5,0,3063.87,0,0,0,0,49,1,1
2,2,2,550,0,0,0,0,48,0,1
1,2,0,350,0,0,0,0,41,0,0
2,6,0,455,0,1,1,0,39,0,0
2,2,3,1500,0,0,0,0,38,1,0
1,1,0,381,0,0,0,45000,21,0,0
2,2,0,600,0,0,0,0,71,0,0
1,1,0,1150,0,0,0,0,48,0,0
2,2,2,350,0,0,0,0,38,0,0
1,1,0,480,0,0,0,0,32,0,0
1,1,0,700,0,0,0,0,29,0,0
1,2,0,500,0,1,1,0,44,0,0
1,1,1,580.8,0,0,0,50,33,1,0
1,2,0,372,0,1,1,0,21,1,0
1,2,1,680,0,1,1,0,39,0,0
1,2,0,469,0,0,0,0,32,1,0
3,1,0,390,0,1,1,0,26,1,0
1,1,0,400,0,0,0,0,38,1,0
1,4,0,381.44,0,0,0,0,84,0,0
2,2,5,427,0,1,1,0,46,1,0
1,1,0,994,0,1,1,0,28,0,0
1,2,0,471,0,0,0,35000,37,0,0
1,1,0,350,0,1,1,0,60,0,0
1,2,0,1500,0,0,0,0,38,0,0
2,1,0,456,0,0,0,0,24,0,0
1,1,0,500,500,1,1,0,61,0,0
2,2,0,2098,0,0,0,0,64,0,0
1,1,3,350,0,0,0,0,63,0,0
2,2,1,770,0,1,1,0,67,0,0
1,2,0,450,0,0,0,0,18,0,0
1,2,0,520,0,0,0,0,29,1,0
1,4,0,1470,0,1,1,0,45,1,0
1,6,0,380,0,0,0,0,20,0,0
1,2,0,564.38,0,0,0,0,32,0,0
2,2,2,1098,0,0,0,0,57,0,1
2,2,0,860,0,0,0,0,46,0,0
1,1,0,606,0,0,0,0,51,1,1
2,2,0,362,0,0,0,0,54,0,0
1,7,1,548.74,0,0,0,0,32,0,1
1,1,0,246,0,0,0,0,72,1,1
1,2,1,972,0,1,1,0,28,0,0
1,2,5,350,0,0,0,0,56,0,0
2,2,0,379,0,1,1,0,35,0,0
1,1,0,250,0,0,0,0,43,1,0
1,2,0,600,0,1,1,0,51,1,0
1,2,1,567,500,1,1,0,39,1,1
1,1,2,395,380,0,0,0,39,0,0
2,2,0,625,0,0,0,0,50,0,0
2,6,1,818,0,0,0,0,24,1,1
1,1,0,351,0,0,0,0,67,1,0
1,5,0,550,0,1,1,0,59,0,0
2,1,0,544,0,0,0,0,70,0,0
1,1,1,500,0,1,1,19000,52,1,0
1,1,0,300,0,0,0,0,22,1,0
1,1,1,400,0,0,0,0,22,0,0
2,2,0,590,0,1,1,0,32,1,0
1,6,3,245,0,0,0,0,42,0,0
1,6,2,380,0,1,1,0,27,1,0
1,2,0,168,0,0,0,0,27,1,0
2,1,3,600,0,0,0,0,44,0,0
1,2,2,460,0,0,0,0,29,0,0
1,5,0,300,0,0,0,0,49,0,0
1,1,0,370,0,0,0,0,22,0,0
2,2,0,469.47,460.13,0,0,30000,51,0,0
2,1,0,540,0,1,1,0,32,1,0
1,1,0,390,0,1,1,0,41,0,1
2,2,0,350,0,1,1,0,52,1,0
1,5,1,800,0,0,0,65000,38,0,0
1,4,0,350,0,1,1,0,50,0,0
2,2,0,2375,0,0,0,0,27,0,0
2,1,0,674,0,0,0,0,55,1,0
1,1,0,350,0,1,1,0,49,0,0
1,2,0,342.07,0,0,0,0,41,0,0
2,2,0,978,0,0,0,0,51,0,0
1,2,2,200,0,0,0,0,35,0,1
1,1,1,450,0,1,1,0,28,0,0
1,1,0,450,0,1,1,0,41,1,1
2,5,0,372,0,0,0,0,34,1,1
2,1,0,250,0,0,0,0,37,1,1
1,2,0,433,0,1,1,0,30,1,0
1,2,4,380,0,0,0,0,43,0,0
2,2,1,668,0,0,0,0,42,0,0
1,5,0,700,0,0,0,0,27,1,0
2,1,2,1095,0,1,1,0,44,1,0
1,2,0,850,0,0,0,0,37,1,0
2,2,2,434,0,1,1,0,43,0,0
1,2,1,388,0,1,1,0,30,0,0
1,4,3,350,0,1,1,0,78,0,0
1,2,0,400,0,1,1,0,28,0,0
2,1,0,1033,0,0,0,0,45,1,0
1,6,2,350,0,0,0,60000,34,1,1
1,1,0,350,0,0,0,0,27,0,0
2,2,0,389,450,0,0,0,62,0,0
2,2,0,4600,0,0,0,0,58,0,1
2,2,0,490,0,1,1,15000,72,0,0
2,2,1,1605,0,1,1,0,43,0,0
2,2,2,937.86,0,0,0,50000,42,0,0
2,2,2,601.75,0,0,0,0,33,0,0
2,2,2,600,0,1,1,0,47,0,0
2,1,0,3700,0,1,1,0,56,0,0
2,6,4,402,500,0,0,0,41,0,1
2,6,1,391,0,0,0,0,20,0,1
1,7,2,899,0,1,1,0,34,0,0
2,5,0,335,0,0,0,0,64,1,0
2,2,2,1975,0,0,0,0,71,0,1
1,2,3,350,0,0,0,0,54,0,0
1,2,0,350,0,1,1,0,18,0,0
2,2,0,360,0,0,0,0,37,0,0
1,2,1,423,0,0,0,0,25,0,0
1,1,3,617,0,0,0,0,40,0,0
2,2,1,1690,0,0,0,0,56,0,1
2,2,0,1000,0,1,1,0,27,0,1
2,1,0,1000,0,1,1,0,49,1,0
1,1,0,450,0,0,0,0,19,1,0
1,2,1,1092,0,1,1,0,26,0,1
1,2,2,350,0,1,1,0,44,0,0
1,1,3,1666,0,0,0,0,38,0,0
2,2,1,1063,0,0,0,0,25,1,0
2,1,0,1330,0,1,1,0,61,1,0
1,2,2,965,0,1,1,0,34,0,0
2,2,2,715,0,0,0,0,37,0,1
1,2,4,479,0,0,0,0,39,0,0
2,2,0,700,0,0,0,0,47,0,0
1,2,1,240,0,1,1,0,47,0,0
2,1,0,300,0,0,0,0,41,1,1
1,1,0,415,0,0,0,0,32,0,0
2,2,2,1071,0,1,1,35000,45,0,1
2,1,0,300,0,0,0,0,24,0,0
1,2,0,700,0,1,1,0,54,1,0
1,1,1,500,0,1,1,0,46,0,1
1,2,0,400,0,0,0,0,46,0,1
2,1,0,859.78,0,0,0,0,27,0,0
1,2,0,350,0,1,1,0,54,1,0
2,2,0,420,0,1,1,0,58,0,0
1,1,0,500,0,1,1,0,23,0,1
1,2,0,1200,1000,1,1,0,42,0,1
2,2,0,839,0,1,1,0,49,0,0
1,2,2,3800,0,0,0,0,33,0,1
2,2,1,403,0,0,0,0,37,0,0
2,1,0,1541,0,0,0,0,27,0,0
2,1,0,350,0,0,0,0,36,1,0
2,2,0,1500,0,1,1,0,64,1,0
2,2,0,365,0,0,0,0,32,0,0
1,2,1,253,0,0,0,0,49,0,0
1,2,0,489,0,1,1,0,31,1,0
1,2,14,521,0,0,0,0,48,0,1
1,1,0,962,0,0,0,0,54,1,0
1,1,0,2337,0,1,1,0,37,0,0
2,2,0,733.03,0,0,0,0,65,0,0
1,2,0,350,0,0,0,0,25,0,0
1,1,0,440,0,0,0,0,35,0,0
1,2,1,400,0,0,0,0,23,0,0
2,2,0,140,0,0,0,0,50,0,0
1,2,0,800,0,0,0,0,23,0,1
1,4,0,273,0,0,0,0,84,0,1
1,4,0,350,0,0,0,0,63,1,0
1,2,0,350,0,0,0,0,23,1,0
1,4,1,413,0,0,0,0,44,0,1
2,2,0,630,0,0,0,0,23,0,0
2,2,2,404,0,1,1,0,43,1,0
1,2,2,400,0,0,0,0,34,0,0
1,2,0,350,0,0,0,0,68,0,0
1,1,0,455,0,0,0,0,28,0,0
2,2,3,1810,0,1,1,0,51,0,0
1,1,0,360,0,0,0,0,72,0,0
2,2,0,552,0,0,0,0,32,1,0
2,2,0,3600,0,1,1,0,50,0,0
2,2,0,1900,0,0,0,0,35,0,0
2,2,1,1191,0,1,1,0,65,0,0
2,1,0,480,0,0,0,0,20,0,0
1,2,3,449,0,0,0,0,30,0,0
1,2,2,375,0,0,0,0,39,0,0
2,1,0,377,580,0,0,0,47,0,0
1,2,0,350,0,0,0,0,70,0,0
1,1,0,480,0,0,0,0,34,0,0
1,2,0,700,0,0,0,0,31,0,0
1,1,0,300,0,0,0,0,34,0,0
1,2,1,600,0,0,0,0,21,1,0
1,2,0,537,0,1,1,0,29,0,0
1,2,2,950,0,0,0,0,47,0,0
2,1,0,775,0,0,0,0,30,1,0
2,4,0,2320,0,1,1,0,72,0,0
1,6,1,400,0,1,1,0,21,0,0
1,1,0,350,0,0,0,0,55,0,0
1,1,0,700,0,0,0,0,23,0,0
1,2,1,688,0,0,0,0,29,0,0
1,2,2,350,0,1,1,0,44,0,0
1,5,1,600,700,0,0,0,29,0,0
1,2,0,350,0,1,1,0,68,0,1
1,1,1,1767,1010,0,0,0,36,0,1
2,2,0,1868.78,0,0,0,0,61,0,1
1,2,0,380,0,0,0,0,33,1,0
2,1,0,380,0,0,0,0,50,1,0
1,2,3,300,0,1,1,0,23,0,0
2,4,0,453.55,0,0,0,0,62,0,1
1,1,3,406,0,0,0,0,40,1,0
1,2,0,917,0,1,1,0,55,1,1
1,4,0,351,0,0,0,15000,73,0,0
1,6,0,380,0,0,0,0,38,0,0
1,1,0,387,730,1,1,0,23,0,1
2,5,0,1200,0,0,0,0,45,0,1
1,4,0,350,0,0,0,0,65,0,1
1,2,0,300,0,0,0,0,45,0,0
2,2,0,377,0,0,0,0,53,0,0
2,2,1,1200,0,0,0,0,36,1,1
1,2,0,350,0,0,0,0,30,0,0
1,2,0,400,0,1,1,0,37,1,0
1,1,0,820,0,1,1,0,34,1,0
1,2,0,350,0,1,1,0,49,0,0
2,2,0,480,0,1,1,0,51,0,1
2,4,1,788,0,0,0,20,68,0,0
1,1,0,277,200,0,0,0,50,0,0
1,1,0,677.19,0,0,0,0,29,0,0
1,2,4,1553,0,0,0,60000,30,0,0
2,2,2,800,0,1,1,0,58,0,0
1,4,0,274,0,1,1,0,52,0,1
2,2,7,707,0,1,1,0,48,0,0
1,1,2,1762,0,1,1,0,31,1,0
1,6,0,380,1500,0,0,0,24,0,1
2,1,0,580,0,1,1,0,39,0,0
1,2,0,350,0,0,0,0,94,1,0
2,2,1,350,0,0,0,0,32,0,0
2,2,0,381,0,0,0,0,62,0,0
2,2,2,555,0,0,0,0,56,0,0
1,2,2,446,0,1,1,40000,44,1,0
1,2,0,611,0,1,1,0,64,0,1
2,1,0,389.91,0,0,0,0,50,0,0
1,1,0,572,0,0,0,0,34,0,0
2,2,2,1006.06,0,0,0,0,39,1,0
1,4,0,350,0,0,0,0,66,0,0
1,1,0,350,0,1,1,0,57,0,0
2,6,2,700,0,0,0,0,37,0,0
1,4,0,350,0,1,1,0,34,1,0
1,2,0,391.83,150,0,0,0,33,1,0
1,5,0,452,0,1,1,0,49,0,0
1,4,0,350,0,0,0,0,68,0,0
1,4,0,351,0,1,1,0,64,1,0
1,4,0,854,0,0,0,0,41,0,0
1,4,1,485,0,0,0,0,68,0,0
1,4,0,567,0,1,1,0,66,0,0
2,2,2,1065.93,0,0,0,40000,27,0,0
1,2,2,350,0,1,1,0,44,0,0
2,2,0,1320,0,1,1,0,25,0,0
2,7,1,2591,0,0,0,0,54,0,0
2,2,0,2480,0,1,1,0,67,1,1
2,2,1,467,665,0,0,0,31,1,0
1,2,0,487,0,0,0,0,30,1,0
1,2,2,350,0,0,0,0,41,0,0
2,2,2,1223,0,1,1,0,44,0,0
1,4,0,466,0,1,1,0,56,0,0
2,1,1,600,350,1,1,0,38,0,0
2,1,1,350,350,0,0,0,21,0,0
2,7,1,669,0,0,0,0,35,1,1
1,2,0,300,0,0,0,0,21,0,0
2,6,1,1275,0,1,1,0,28,0,1
1,2,0,680,0,1,1,0,34,0,0
2,2,0,600,0,1,1,0,29,0,0
1,5,0,416,0,0,0,0,58,1,0
1,2,0,768,100,1,1,0,39,0,1
2,2,0,600,0,0,0,0,43,0,0
2,1,0,820,0,0,0,0,21,0,0
2,2,2,644.44,0,0,0,0,47,0,0
1,4,0,450,0,1,1,0,64,0,0
2,2,0,350,0,1,1,0,68,0,1
1,2,0,640,0,1,1,0,35,1,0
1,2,1,439,0,0,0,18000,43,0,0
1,1,0,350,0,1,1,0,61,0,0
2,2,0,1413,0,0,0,0,45,0,0
2,2,2,737,0,1,1,0,41,1,0
2,2,0,850,0,1,1,0,65,0,0
2,2,0,500,0,1,1,0,67,0,1
1,6,0,734,0,1,1,0,45,0,1
2,1,0,1200,0,1,1,0,40,1,0
2,2,0,414,0,0,0,0,39,1,0
2,6,4,968,0,1,1,0,28,1,0
2,1,0,869,0,1,1,0,29,0,0
2,2,0,571,0,0,0,0,37,0,0
2,2,6,500,0,1,1,0,51,0,1
1,2,0,484,0,0,0,0,22,0,0
1,1,0,351,0,0,0,0,73,0,0
1,2,2,600,0,0,0,0,25,0,0
1,1,1,657,0,0,0,0,46,0,0
1,1,2,530.52,0,0,0,0,24,1,0
2,2,0,626,0,0,0,0,38,1,0
1,2,2,395,0,1,1,0,40,1,0
1,4,0,638.42,0,0,0,0,59,0,0
1,1,0,350,0,0,0,0,35,0,1
1,1,0,350,0,1,1,0,73,0,0
2,2,2,1154,0,1,1,0,41,1,0
2,2,0,2600,0,1,1,0,41,0,0
1,3,0,460,0,0,0,0,37,1,0
2,2,2,2200,0,0,0,0,37,0,0
1,2,0,350,0,0,0,0,29,0,0
1,2,0,620,0,1,1,0,43,0,0
2,2,3,6000,0,1,1,0,43,0,0
1,1,0,280,0,0,0,0,59,0,0
2,2,0,381,0,0,0,0,64,0,0
1,1,3,500,0,0,0,0,26,0,0
2,1,0,900,0,0,0,0,38,1,0
1,2,0,350,0,0,0,0,44,0,0
1,1,2,1159,0,1,1,0,38,1,0
1,4,0,11026.87,0,0,0,0,75,0,0
2,1,0,595,0,0,0,0,27,0,1
1,1,0,467,0,0,0,0,58,0,0
2,1,0,500,0,1,1,0,23,0,0
2,2,0,617,0,0,0,0,49,0,0
1,1,0,1100,0,0,0,0,32,1,1
2,1,4,1689,0,0,0,0,39,0,0
1,1,0,400,0,0,0,0,65,0,0
1,2,4,352,0,0,0,0,38,0,0
1,2,8,350,0,1,1,0,34,0,0
1,1,0,350,0,0,0,0,22,0,0
1,2,0,292,0,0,0,0,54,0,0
2,2,1,718,0,0,0,0,45,0,1
2,2,0,600,0,0,0,15000,30,1,0
1,1,0,400,0,0,0,0,25,0,0
2,3,0,378,0,0,0,0,30,0,0
1,2,0,650,0,0,0,0,34,1,0
2,2,2,386,0,1,1,0,46,1,0
1,2,0,400,0,0,0,0,45,0,0
1,2,2,431,0,0,0,0,27,0,0
1,5,0,380,0,0,0,0,39,0,0
2,2,0,350,0,1,1,0,63,1,0
1,4,1,710,0,0,0,0,33,1,0
2,1,2,600,0,0,0,0,30,0,0
1,2,0,350,0,1,1,0,49,0,0
2,2,0,1200,0,0,0,0,29,0,1
1,2,0,535,0,1,1,0,25,1,0
2,2,0,350,0,0,0,0,80,0,0
1,1,3,1098,350,0,0,0,52,0,0
1,1,2,350,0,0,0,0,47,0,0
1,2,2,477,0,0,0,0,29,0,1
2,1,0,442,0,1,1,0,29,1,0
1,2,2,2306,0,0,0,0,47,0,1
1,4,0,800,0,0,0,0,63,0,0
1,2,0,550,0,0,0,0,40,0,0
2,1,0,400,0,0,0,0,31,1,0
1,1,0,500,0,0,0,0,28,0,1
1,1,0,448.37,0,0,0,0,27,1,0
1,1,0,350,0,0,0,0,46,0,0
1,2,2,578,0,0,0,0,40,1,0
1,4,3,454,0,0,0,0,51,0,0
2,2,0,1800,0,0,0,0,31,0,0
2,2,0,686,477,0,0,0,58,0,1
1,1,0,1780,0,0,0,0,34,1,0
1,6,0,350,320,1,1,0,43,0,1
1,2,0,423,0,0,0,0,37,0,0
1,4,0,822,0,1,1,0,62,1,0
1,2,0,432,0,1,1,0,29,0,0
1,4,2,700,0,0,0,0,71,0,0
1,4,0,386.41,525,0,0,0,83,0,0
1,1,0,375,0,0,0,0,72,0,0
1,1,0,266.21,0,0,0,0,28,0,0
1,2,0,403,0,0,0,0,23,0,0
1,1,1,370,0,1,1,0,30,0,0
1,4,0,350,0,0,0,0,74,0,0
1,2,3,300,0,1,1,0,42,0,0
1,2,0,600,0,1,1,0,53,1,0
1,1,0,800,0,0,0,0,27,0,1
2,1,0,502,0,1,1,0,22,0,0
1,4,1,455.73,0,0,0,0,71,0,0
1,1,0,1100,0,0,0,0,26,0,0
1,4,3,2000,0,0,0,0,52,0,0
1,1,0,980,0,1,1,0,42,0,0
1,2,2,1200,0,0,0,0,39,0,0
1,2,0,389,0,0,0,0,61,0,0
2,2,0,1251,0,1,1,0,45,0,0
2,2,1,350,0,0,0,0,66,0,0
1,1,0,400,0,0,0,0,28,1,0
1,2,0,450,0,0,0,0,31,0,0
2,2,1,825,0,1,1,0,28,0,1
1,1,0,2150,0,0,0,0,49,1,0
1,3,0,336,0,0,0,0,51,0,0
2,2,2,705,0,0,0,0,34,1,0
1,6,2,381,200,0,0,0,57,0,1
1,1,0,760,0,1,1,0,20,0,0
1,2,1,448,0,0,0,0,34,0,0
1,1,0,400,0,1,1,0,21,1,0
2,2,1,350,0,0,0,0,40,1,0
1,2,1,380,0,0,0,0,43,0,1
1,2,0,575,0,1,1,0,26,0,0
1,1,0,360,0,0,0,0,50,1,0
1,1,0,350,0,1,1,0,26,1,0
1,2,2,432,0,0,0,0,30,0,1
1,1,0,481,0,0,0,0,43,0,0
2,1,0,352,0,0,0,0,48,0,0
1,1,0,738,0,0,0,0,39,1,1
1,2,0,350,0,1,1,0,65,0,0
1,1,0,350,0,0,0,0,46,1,0
2,2,0,608,0,0,0,0,67,0,0
2,2,0,1720,1720,0,0,0,43,1,0
1,1,0,350,0,0,0,0,54,0,0
1,2,0,450,0,0,0,0,33,0,0
1,6,1,800,0,0,0,0,42,1,0
1,2,1,1980,0,0,0,0,36,0,0
2,6,0,350,0,0,0,0,19,0,0
2,2,0,700,0,0,0,0,33,1,1
2,2,0,843,0,0,0,0,36,0,1
1,2,0,617,0,0,0,0,60,0,1
1,1,0,837,0,0,0,0,32,0,0
1,1,0,405.96,0,0,0,0,48,0,0
2,4,0,217,0,0,0,0,83,0,0
