status,duration,credit_history,purpose,amount,savings,installment_rate,other_debtors,property,age,other_installment_plans,housing,number_credits,job,people_liable,default
1,16,1,6,1175,0,3,3,1,68,2,2,3,3,1,0
3,12,0,6,2133,4,1,3,3,52,2,2,1,1,1,0
3,15,1,5,1829,0,1,3,1,46,2,3,2,2,1,0
3,12,1,5,717,0,1,3,4,52,2,3,3,2,1,0
1,39,2,8,11760,1,3,3,3,32,2,1,1,2,1,0
1,9,1,8,1501,0,3,3,1,34,2,3,2,1,1,1
0,12,0,8,1200,4,1,3,2,23,1,1,1,2,1,0
1,9,0,6,3195,4,4,3,4,33,2,3,1,4,1,0
3,30,1,5,4530,0,1,3,1,26,2,1,1,1,1,0
3,12,2,4,1555,3,1,3,3,55,2,2,2,2,2,1
1,15,1,9,2326,2,3,3,1,27,1,3,1,2,1,0
1,18,1,9,1887,4,1,3,4,28,1,3,2,2,1,0
3,12,1,9,1264,4,1,3,3,57,2,1,1,4,1,0
3,7,2,5,846,4,2,3,3,36,2,2,1,2,1,0
3,15,1,8,1532,1,1,3,1,31,2,3,1,2,1,0
3,6,2,5,935,0,2,3,4,24,2,3,1,2,1,0
0,27,1,9,2442,0,1,3,1,43,3,3,4,1,2,0
1,18,1,9,3590,0,2,3,1,40,2,3,3,3,2,0
3,21,1,3,2288,0,1,3,2,23,2,3,1,2,1,0
3,27,2,9,5117,0,2,3,1,26,2,3,2,2,1,0
0,39,1,3,14179,4,1,3,2,30,2,3,2,1,1,0
3,15,0,5,1386,4,1,3,4,40,2,1,1,2,1,0
3,12,1,5,618,0,1,3,4,56,2,3,1,2,1,0
3,12,0,3,1574,0,1,3,4,50,2,3,1,2,1,0
3,6,1,5,700,4,1,3,3,36,2,2,2,2,1,0
3,12,0,5,886,4,1,3,1,21,2,3,1,2,1,0
3,36,0,2,4686,0,3,3,3,32,2,2,1,1,1,0
1,9,0,5,790,2,1,3,4,66,2,3,1,4,1,0
1,12,0,5,766,2,1,3,4,66,2,3,1,4,1,1
0,20,0,3,2212,4,1,3,1,39,2,3,1,2,1,0
1,10,0,6,7308,0,3,3,3,70,1,2,1,1,1,0
1,24,1,8,5743,0,3,3,3,24,2,2,2,2,1,0
0,14,0,6,3973,0,4,3,3,22,2,2,1,2,1,0
1,60,2,5,7418,4,4,3,4,27,2,3,1,4,1,0
1,20,2,1,2629,0,3,3,1,29,1,3,2,2,1,0
1,18,0,9,1941,3,1,3,2,35,2,3,1,4,1,0
1,24,2,3,2333,4,1,3,2,29,1,3,1,4,1,0
3,12,0,2,2445,4,3,3,1,26,2,1,1,2,1,0
1,20,0,2,6468,4,4,3,4,60,2,3,1,1,1,0
1,18,1,3,7374,0,1,3,2,40,3,3,2,1,1,0
3,15,0,2,3812,1,4,3,1,23,2,3,1,2,1,0
0,28,0,6,4006,0,2,3,1,45,2,3,1,4,1,1
1,12,0,6,7472,4,4,3,4,24,2,1,1,3,1,0
2,12,0,3,1424,4,2,3,4,55,2,3,1,1,1,0
1,12,0,2,2028,4,1,3,1,30,2,3,1,2,1,0
3,15,0,6,5324,2,4,3,3,35,2,2,1,2,1,0
1,36,0,5,2323,0,1,3,1,24,2,1,1,2,1,0
3,12,0,8,1393,0,1,3,2,47,1,3,3,2,2,0
3,18,0,3,1984,0,1,3,3,47,1,2,2,2,1,0
3,24,0,5,999,4,1,3,1,25,2,3,2,2,1,0
3,36,0,9,7409,4,2,3,2,37,2,3,2,2,1,0
3,15,0,3,2186,4,4,3,4,33,1,1,1,4,1,0
2,36,0,5,4473,0,1,3,1,31,2,3,1,2,1,0
3,24,0,10,937,0,1,3,1,27,2,3,2,4,1,0
3,18,0,3,3422,0,1,3,2,47,1,3,3,2,2,0
3,24,0,5,3105,4,1,3,1,25,2,3,2,2,1,0
3,12,1,8,2748,0,3,3,3,57,1,2,3,4,1,0
1,18,0,4,3872,0,3,3,1,67,2,3,1,2,1,0
3,27,0,4,5190,4,1,3,2,48,2,3,4,2,2,0
1,18,0,3,3001,0,3,3,4,40,2,1,1,2,1,0
3,24,2,9,3863,0,4,3,3,32,2,2,1,2,1,0
3,12,1,3,5801,4,3,3,2,49,2,1,1,2,1,0
3,12,1,3,1592,3,2,3,2,35,2,3,1,2,1,0
3,12,1,9,1185,0,2,3,4,27,2,3,2,2,1,0
3,18,1,3,3780,0,2,3,1,35,2,3,2,1,1,0
1,18,1,3,3612,0,2,3,2,37,2,3,1,2,1,0
3,12,0,9,1076,0,3,3,4,26,2,3,1,2,1,0
3,12,0,6,3527,4,3,3,2,45,2,3,1,1,2,0
3,18,0,5,2051,0,1,3,4,33,2,3,1,2,1,0
3,12,1,3,3331,0,3,3,2,42,3,3,1,2,1,0
0,18,3,9,3104,0,2,3,2,31,1,3,1,2,1,0
3,24,1,5,2611,0,1,1,4,46,2,3,2,2,1,0
0,12,1,2,1409,0,1,3,4,54,2,3,1,2,1,0
3,24,0,5,1311,1,1,3,2,26,2,3,1,2,1,0
3,6,0,5,2108,0,3,3,4,29,2,1,1,2,1,0
3,24,1,2,4042,4,2,3,2,43,2,3,2,2,1,0
3,12,1,6,926,0,4,3,2,38,2,3,1,3,1,0
0,12,0,5,1680,2,2,3,4,35,2,3,1,2,1,0
3,24,0,6,1249,0,1,3,4,28,2,3,1,2,1,0
3,24,1,6,2463,1,1,3,2,27,2,3,2,2,1,0
3,6,0,5,1595,0,2,3,2,51,2,3,1,2,2,0
3,24,1,4,2058,0,1,3,4,33,2,3,2,2,1,0
3,24,0,2,7814,0,2,3,1,38,2,3,1,1,1,0
3,6,1,5,1740,0,3,3,4,30,2,1,2,2,1,0
3,12,1,5,1240,4,1,3,4,38,2,3,2,2,1,0
3,24,1,2,6842,4,3,3,2,46,2,3,2,1,2,0
3,24,1,3,5150,0,1,3,1,33,2,3,1,2,1,0
0,6,0,6,1203,1,2,3,2,43,2,3,1,2,1,0
3,6,1,6,2080,2,4,3,1,24,2,3,1,2,1,0
3,6,0,8,1538,0,4,3,3,56,2,3,1,2,1,0
1,24,1,6,3878,1,1,3,1,37,2,3,1,2,1,0
1,30,0,3,3832,0,3,3,2,22,2,3,1,2,1,0
3,15,0,6,3186,3,3,3,1,20,2,1,1,2,1,0
1,24,0,5,2896,1,3,3,1,29,2,3,1,2,1,0
1,24,2,9,6967,1,1,3,1,36,2,1,1,1,1,0
3,36,0,8,1819,0,1,3,3,37,3,2,1,2,1,1
3,24,0,5,5943,4,4,3,1,44,2,3,2,2,1,1
3,36,1,3,7127,0,3,3,2,23,2,1,2,2,1,1
3,36,0,3,3349,0,1,3,1,28,2,3,1,1,1,1
3,36,0,3,10974,0,1,3,1,26,2,3,2,1,1,1
3,6,0,5,518,0,2,3,4,29,2,3,1,2,1,0
3,18,0,5,1126,4,1,3,4,21,2,1,1,2,1,0
1,12,1,2,1860,0,1,3,1,34,2,3,2,1,1,0
3,36,1,5,9566,0,3,3,1,31,3,3,2,2,1,0
0,12,0,5,701,0,1,3,4,40,2,3,1,4,1,0
1,12,0,5,2930,0,3,3,4,27,2,3,1,2,1,0
3,18,0,5,1505,0,1,3,3,32,2,2,1,1,1,0
3,18,1,5,2238,0,3,3,1,25,2,3,2,2,1,0
3,4,1,5,1503,0,3,3,4,42,2,3,2,4,2,0
3,24,1,2,2197,4,1,3,1,43,2,3,2,2,2,0
2,12,0,5,1881,0,3,3,1,44,2,1,1,4,1,0
0,18,1,5,1880,0,1,3,2,32,2,3,2,1,1,0
0,18,0,5,2389,0,1,3,1,27,3,3,1,2,1,0
1,24,0,5,1967,0,1,3,1,20,2,3,1,2,1,0
3,4,1,6,3380,0,4,3,4,37,2,3,1,2,2,0
3,4,1,6,1455,0,3,3,4,42,2,3,3,4,2,0
3,7,1,5,730,4,1,3,2,46,2,1,2,4,1,0
1,18,3,3,3244,0,4,3,1,33,1,3,2,2,1,0
1,9,0,5,1670,0,1,3,1,22,2,3,1,2,1,1
1,48,0,5,3979,4,1,3,1,41,2,3,2,2,2,0
1,12,0,3,1922,0,1,3,2,37,2,3,1,4,1,1
1,18,1,3,1295,0,1,3,2,27,2,3,2,2,1,0
3,4,1,5,1544,0,3,3,4,42,2,3,3,4,2,0
1,8,0,9,907,0,2,3,4,26,2,3,1,2,1,0
1,30,0,5,1715,4,1,3,1,26,2,3,1,2,1,0
2,10,1,5,1347,4,1,3,2,27,2,3,2,2,1,0
1,12,0,6,1007,3,1,3,4,22,2,3,1,2,1,0
3,12,1,3,1402,2,2,3,1,37,2,1,1,2,1,0
1,12,0,6,2002,0,2,3,2,30,2,1,1,2,2,0
3,12,1,8,2096,0,3,3,4,49,2,3,1,4,2,0
3,12,0,6,1101,0,2,3,4,27,2,3,2,2,1,0
3,10,0,10,894,4,1,3,2,40,2,3,1,2,1,0
1,11,0,3,1577,3,1,3,4,20,2,3,1,2,1,0
3,33,2,9,2764,0,3,3,1,26,2,3,2,2,1,0
1,48,3,6,8358,2,4,3,1,30,2,3,2,2,1,0
2,12,0,3,1474,0,1,3,2,33,1,3,1,1,1,0
3,24,0,2,5433,4,3,3,2,26,2,1,1,1,1,0
1,14,0,9,1410,2,4,3,4,35,2,3,1,2,1,0
3,20,1,6,3485,4,3,3,4,44,2,3,2,2,1,0
3,18,1,2,3850,0,2,3,1,27,2,3,2,2,1,0
1,60,0,6,7408,1,1,3,2,24,2,3,1,1,1,1
2,24,0,5,1377,1,1,3,3,47,2,2,1,2,1,0
3,30,2,9,4272,1,3,3,2,26,2,3,2,4,1,0
1,24,2,5,1553,1,2,3,2,23,2,1,2,2,1,0
1,36,2,9,9857,1,4,3,2,31,2,3,2,4,2,0
3,6,1,6,362,1,1,3,1,52,2,3,2,4,1,0
3,12,1,3,1935,0,1,3,4,43,2,3,3,2,1,0
3,48,0,5,10222,4,1,3,1,37,3,3,1,2,1,0
2,12,0,6,1330,0,1,3,4,26,2,3,1,2,1,0
3,36,0,8,9055,4,3,3,3,35,2,2,1,4,2,0
1,26,0,2,7966,0,3,3,1,30,2,3,2,2,1,0
1,30,4,3,3496,3,1,3,1,34,3,3,1,2,2,0
1,36,0,2,6948,0,3,3,1,35,2,1,1,1,1,0
1,48,3,9,12204,4,3,3,1,48,1,3,1,1,1,0
0,36,0,3,3446,0,1,3,1,42,2,3,1,2,2,1
0,12,0,8,684,0,1,3,1,40,2,1,1,4,2,1
0,33,1,3,4281,2,4,3,1,23,2,3,2,2,1,1
0,42,0,5,7174,4,1,3,1,30,2,3,1,1,1,1
0,24,4,5,1546,0,1,2,1,24,1,1,1,4,1,1
0,24,0,3,2359,1,4,3,2,33,2,3,1,2,1,1
3,24,0,5,3621,1,3,3,1,31,2,3,2,2,1,1
0,12,0,7,741,1,1,3,2,22,2,3,1,2,1,1
0,12,0,3,7865,0,1,3,3,53,2,2,1,1,1,1
0,24,0,2,2910,0,3,3,3,34,2,2,1,1,1,0
0,18,1,6,5302,0,3,3,3,36,2,2,3,1,1,0
0,36,0,3,3620,0,4,2,2,37,2,3,1,2,2,0
0,18,0,5,3509,0,1,2,4,25,2,3,1,2,1,0
1,12,0,3,3017,0,2,3,4,34,2,1,1,1,1,0
0,12,0,3,1657,0,3,3,4,27,2,3,1,2,1,0
0,8,1,1,1164,0,2,3,3,51,1,2,2,1,2,0
0,36,1,3,6229,0,1,1,3,23,2,1,2,4,1,1
0,24,4,6,1193,0,4,1,3,29,2,1,2,3,1,1
0,30,3,3,4583,0,3,2,4,32,2,3,2,2,1,0
0,36,1,3,5371,0,2,2,2,28,2,3,2,2,1,0
0,12,0,3,708,0,3,2,2,38,2,3,1,4,2,0
0,21,1,6,571,0,1,3,4,65,2,3,2,2,1,0
0,30,0,5,2522,0,4,2,2,39,2,3,1,2,2,0
0,36,0,3,5179,0,1,3,2,29,2,3,1,2,1,1
0,36,0,2,8229,0,3,3,2,26,2,3,1,2,2,1
3,24,1,3,2028,0,3,3,2,30,2,3,2,4,1,0
0,6,0,6,1374,4,1,3,2,75,2,3,1,1,1,0
0,12,0,3,1289,0,1,2,2,21,2,3,1,4,1,0
0,36,0,3,2712,0,3,3,2,41,1,3,1,2,2,1
0,15,1,3,975,0,3,3,2,25,2,3,2,2,1,0
1,6,2,3,1050,0,1,3,2,35,3,3,2,1,1,0
0,6,1,6,609,0,1,3,2,37,2,3,2,2,1,0
0,48,0,2,4788,0,1,3,2,26,2,3,1,2,2,0
1,24,0,3,3069,1,1,3,3,30,2,2,1,2,1,0
1,12,0,6,836,1,1,3,2,23,1,3,1,4,1,1
0,12,0,3,2577,0,3,3,1,42,2,3,1,2,1,0
0,12,0,3,1620,0,3,1,2,30,2,3,1,2,1,0
0,15,0,3,1845,0,1,2,2,46,2,1,1,2,1,0
0,24,0,2,6579,0,1,3,3,29,2,2,1,1,1,0
0,12,0,6,1893,0,1,2,2,29,2,3,1,2,1,0
0,30,1,2,10623,0,2,3,3,38,2,2,3,1,2,0
0,18,0,6,2249,1,1,3,1,30,2,3,1,1,2,0
0,30,0,3,3108,0,3,3,2,31,2,3,1,4,1,1
1,12,1,6,958,0,3,3,4,47,2,3,2,4,2,0
3,24,0,2,9277,4,3,3,3,48,2,2,1,2,1,0
3,24,1,1,6314,0,1,1,3,27,1,3,2,1,1,0
0,12,1,2,1526,0,1,3,3,66,2,2,2,1,1,0
0,12,0,3,3590,0,3,1,2,29,2,3,1,4,2,0
0,24,1,2,6615,0,3,3,3,75,2,2,2,1,1,0
0,6,1,3,1872,0,1,3,3,36,2,2,3,1,1,0
3,12,0,6,2859,4,1,3,3,38,2,3,1,1,1,0
3,18,1,5,1582,3,1,3,1,46,2,3,2,2,1,0
3,6,0,10,1238,4,1,3,2,36,2,3,1,1,2,0
0,12,0,3,2578,0,2,3,3,55,2,2,1,1,1,0
0,15,1,3,1433,0,1,3,2,25,2,1,2,2,1,0
0,42,0,3,7882,0,3,2,2,45,2,2,1,2,2,0
0,24,0,3,4169,0,1,3,2,28,2,3,1,2,1,0
0,36,0,3,3959,0,1,3,2,30,2,3,1,1,1,0
0,36,0,6,3249,0,3,3,3,39,1,2,1,1,2,0
0,24,0,3,3149,0,1,3,3,22,1,2,1,2,1,0
0,12,1,3,2246,0,2,3,2,60,2,3,2,2,1,1
0,13,1,9,1797,0,2,3,2,28,1,3,2,4,1,0
0,20,1,3,4272,0,4,3,2,24,2,3,2,2,1,0
0,24,1,2,2957,0,1,3,2,63,2,3,2,2,1,0
0,36,1,3,2348,0,2,3,2,46,2,3,2,2,1,0
2,42,3,9,6289,0,3,3,2,33,2,3,2,2,1,0
0,24,1,2,6419,0,3,3,3,44,2,2,2,1,2,0
0,48,1,2,6143,0,1,3,3,58,3,2,2,4,1,1
3,24,1,8,1597,0,1,3,3,54,2,2,2,2,2,0
0,36,0,1,15857,0,3,1,1,43,2,3,1,1,1,0
3,24,1,5,2223,1,1,3,2,52,1,3,2,2,1,0
3,48,2,5,7238,4,2,3,1,32,1,3,2,2,2,0
1,30,2,9,2503,1,1,3,2,41,3,3,2,2,1,0
1,18,0,9,2622,1,1,3,1,34,2,3,1,2,1,0
1,24,0,3,4351,4,4,3,2,48,2,3,1,4,1,0
1,6,0,5,368,4,1,3,2,38,2,3,1,2,1,0
1,12,0,10,754,4,1,3,2,38,2,3,2,2,1,0
3,24,1,5,2424,4,1,3,2,53,2,3,2,2,1,0
1,48,2,9,6681,4,1,3,3,38,2,2,1,2,2,0
1,18,2,9,2427,4,1,3,2,42,2,3,2,2,1,0
1,24,1,5,1216,1,1,3,3,38,1,3,2,2,2,1
1,6,0,5,753,0,3,2,4,64,2,3,1,2,1,0
1,7,0,5,2576,0,3,2,4,35,2,3,1,2,1,0
1,6,0,5,590,0,2,3,4,26,2,3,1,4,1,0
1,8,0,5,1414,0,1,2,4,33,2,3,1,2,1,0
1,12,0,5,1103,0,1,2,4,29,2,3,2,2,1,0
1,12,2,5,585,0,1,1,4,20,2,1,2,2,1,0
1,6,0,5,1068,0,1,3,1,28,2,3,1,2,2,0
0,8,1,6,713,0,1,3,4,47,2,3,2,4,1,0
1,12,0,5,1092,0,1,2,4,49,2,3,2,2,1,0
1,7,0,5,2329,0,4,2,4,45,2,3,1,2,1,0
1,13,1,5,882,0,1,2,4,23,2,3,2,2,1,0
1,18,0,5,866,0,1,2,4,25,2,3,1,4,1,0
1,7,0,5,2415,0,2,2,4,34,2,3,1,2,1,0
1,13,0,5,2101,0,3,2,2,23,2,3,1,4,1,0
1,18,0,5,1301,0,1,2,4,32,2,3,1,4,1,0
1,18,0,5,1113,0,1,2,4,26,2,3,1,4,2,0
1,8,0,5,760,0,1,2,4,44,2,3,1,4,1,0
1,12,0,5,625,0,1,2,4,26,1,3,1,4,1,0
2,6,1,6,1323,1,3,3,1,28,2,3,2,2,2,0
0,9,1,5,1138,0,1,3,4,25,2,3,2,4,1,0
1,18,1,5,1795,0,2,2,4,48,1,1,2,4,1,0
1,15,1,5,2728,4,1,2,4,35,1,3,3,2,1,0
1,6,0,5,484,0,2,2,4,28,1,3,1,4,1,0
1,10,4,5,1048,0,1,3,4,23,3,3,1,4,1,0
1,12,0,5,1155,0,2,2,4,40,1,3,2,4,1,0
1,20,2,2,7057,4,2,3,2,36,1,1,2,1,2,0
1,15,1,5,1537,4,1,2,4,50,2,3,2,2,1,0
0,12,0,5,2214,0,1,3,2,24,2,3,1,4,1,0
3,24,1,3,1585,0,1,3,2,40,2,3,2,2,1,0
1,10,0,3,1521,0,1,3,1,31,2,3,1,4,1,0
1,36,4,7,3990,4,2,3,3,29,1,3,1,3,1,0
2,18,0,3,3049,0,4,3,2,45,3,3,1,4,1,0
0,24,0,5,1282,1,1,3,1,32,2,3,1,4,1,1
3,60,0,5,10144,1,3,3,4,21,2,3,1,2,1,0
0,12,0,6,1168,0,1,3,4,27,2,3,1,4,1,0
1,6,0,4,454,0,2,3,2,22,2,3,1,4,1,0
3,15,2,2,3594,0,4,3,2,46,2,3,2,4,1,0
3,12,0,3,1768,0,2,3,4,24,2,1,1,4,1,0
3,60,2,5,15653,0,3,3,1,21,2,3,2,2,1,0
2,12,2,6,2247,0,3,3,1,36,3,3,2,2,1,0
3,24,0,5,1413,0,1,3,2,28,2,3,1,2,1,0
1,45,1,2,4576,1,2,3,1,27,2,3,1,2,1,0
0,24,1,5,1231,3,1,3,2,57,2,1,2,1,1,0
0,36,0,2,8335,4,2,3,3,47,2,2,1,2,1,1
1,36,1,2,5800,0,2,3,1,34,2,3,2,2,1,0
0,18,2,8,8471,4,4,3,1,23,2,1,2,2,1,0
0,30,0,3,3622,3,1,3,2,57,2,1,2,2,1,0
0,6,1,5,1169,4,1,3,4,67,2,3,2,2,1,0
3,15,0,7,1262,2,1,3,2,36,2,3,2,2,1,0
2,24,1,3,3617,4,1,1,3,20,2,1,2,2,1,0
1,30,1,6,2181,4,1,3,4,36,2,3,2,2,1,0
0,48,4,9,7685,0,3,2,1,37,2,1,1,2,1,1
3,48,1,8,6110,0,4,3,3,31,1,2,1,2,1,0
3,24,0,6,3757,0,1,1,3,62,2,2,1,2,1,0
0,42,1,4,3394,0,1,1,1,65,2,3,2,3,1,0
3,36,1,9,6304,4,1,3,4,36,2,3,2,2,1,0
3,9,1,8,1244,4,1,3,2,41,2,1,2,4,1,0
3,6,0,6,3518,0,3,2,2,26,2,1,1,2,1,0
3,36,3,4,2613,0,1,3,1,27,2,3,2,2,1,0
0,48,0,8,7476,0,1,3,3,50,2,2,1,1,1,0
3,24,0,9,4591,3,3,3,2,54,2,3,3,1,1,1
1,18,0,3,1924,4,1,3,4,27,2,1,1,2,1,1
1,72,0,5,5595,1,3,3,1,24,2,3,1,2,1,1
1,48,2,8,6224,0,1,3,3,50,2,2,1,2,1,1
2,15,0,8,1905,0,1,3,1,40,2,1,1,1,1,0
3,21,2,2,2993,0,2,3,4,28,3,3,2,4,1,0
3,36,2,2,8947,4,2,3,1,31,3,3,1,1,2,0
0,24,0,3,4020,0,3,3,1,27,3,3,1,2,1,0
1,18,0,2,2779,0,4,3,1,21,2,1,1,2,1,0
3,21,0,6,2782,2,4,3,1,31,1,3,1,1,1,0
3,12,0,6,1884,0,1,3,1,39,2,3,1,1,1,0
3,36,1,2,11054,4,1,3,1,30,2,3,1,1,1,0
1,60,2,5,9157,4,3,3,3,27,2,2,1,1,1,0
1,42,4,2,9283,0,4,3,3,55,1,2,1,1,1,0
3,60,0,6,6527,4,1,3,3,34,2,2,1,2,2,0
3,15,1,2,3368,3,2,3,3,23,2,1,2,2,1,0
0,15,0,6,2511,0,4,3,1,23,2,1,1,2,1,0
0,36,0,2,5493,0,3,3,3,42,2,2,1,2,2,0
3,6,0,7,1338,2,4,3,4,62,2,3,1,2,1,0
1,9,0,5,1082,0,1,3,1,37,2,3,2,4,1,0
3,18,1,5,1149,3,1,3,4,46,2,3,2,2,1,0
1,15,0,4,1308,0,1,3,1,38,2,3,2,4,1,0
1,20,3,2,6148,1,2,3,1,31,1,3,2,2,1,0
3,12,0,3,1736,0,2,3,4,31,2,3,1,4,1,0
3,12,0,5,3059,3,3,3,4,61,2,3,1,4,1,0
0,24,0,3,2996,4,3,3,1,20,2,3,1,2,1,1
3,30,1,2,7596,4,4,3,1,63,2,3,2,2,1,0
3,30,0,2,4811,4,3,3,2,24,3,1,1,4,1,0
3,6,0,3,1766,0,4,3,2,21,2,1,1,2,1,0
1,24,0,2,2760,4,1,3,3,36,1,2,1,2,1,0
3,24,1,4,5507,0,2,3,3,44,2,2,2,2,1,0
1,9,0,8,1199,0,1,3,2,67,2,3,2,1,1,0
2,24,0,3,2892,0,2,3,3,51,2,2,1,2,1,0
1,36,2,6,2862,1,1,3,3,30,2,2,1,2,1,0
0,9,0,6,654,0,1,3,1,28,2,3,1,4,1,1
1,9,1,8,1136,3,1,3,3,32,2,2,2,2,2,1
1,24,0,2,4113,2,2,3,1,28,2,1,1,2,1,1
1,6,0,6,14555,4,4,3,2,23,2,3,1,3,1,1
0,15,3,6,950,0,1,3,1,33,2,1,2,2,2,1
0,24,1,6,1199,0,1,3,1,60,2,3,2,4,1,1
0,12,3,6,1082,0,1,3,1,48,1,3,2,2,1,1
1,30,0,6,2150,0,1,2,3,24,1,3,1,2,1,1
1,36,1,6,2820,0,1,3,1,27,2,3,2,2,1,1
1,48,0,5,3060,0,1,3,4,28,2,3,2,2,1,1
0,18,0,5,2600,0,1,3,3,65,2,2,2,2,1,1
3,21,3,6,5003,4,4,3,2,29,1,3,2,2,1,1
1,60,0,8,6288,0,1,3,3,42,2,2,1,2,1,1
3,24,2,6,2538,0,1,3,1,47,2,3,2,4,2,1
3,9,0,5,1478,0,1,3,1,22,2,3,1,2,1,1
1,39,1,5,4933,0,3,2,4,25,2,3,2,2,1,1
3,18,1,6,1530,0,2,3,2,32,1,3,2,2,1,1
1,9,4,6,1437,1,3,3,3,29,2,3,1,2,1,1
0,15,0,7,1275,4,1,3,1,24,2,1,1,2,1,1
0,24,0,5,1823,0,1,3,1,30,3,3,1,1,2,1
0,9,0,6,1422,0,2,3,3,27,2,2,1,1,1,1
0,18,0,7,1217,0,1,3,4,47,2,3,1,4,1,1
0,36,0,6,9271,0,3,3,1,24,2,3,1,2,1,1
0,36,2,9,2145,0,3,3,1,24,2,3,2,2,1,1
0,36,0,6,1842,0,1,3,1,34,2,3,1,2,1,1
1,18,2,3,4297,0,1,3,3,40,2,3,1,1,1,1
0,6,1,3,3384,0,4,3,4,44,2,1,1,1,1,1
1,18,1,5,1245,0,1,3,1,33,2,3,1,2,1,1
3,15,0,8,4623,1,2,3,2,40,2,3,1,1,1,1
1,30,1,3,8386,0,3,3,2,49,2,3,1,2,1,1
0,24,2,5,1024,0,1,3,4,48,3,3,1,2,1,1
1,36,0,6,14318,0,1,3,3,57,2,2,1,1,1,1
1,6,4,8,433,3,1,3,2,24,1,1,1,2,2,1
0,12,4,5,2149,0,1,3,3,29,2,2,1,2,1,1
3,24,0,5,2397,2,2,3,1,35,1,3,2,2,1,1
1,6,4,6,931,1,4,3,2,32,3,3,1,4,1,1
1,15,2,4,1512,3,2,3,2,61,3,3,2,2,1,1
1,24,3,9,4241,0,4,3,4,36,2,3,3,4,1,1
1,24,1,3,4736,0,3,3,1,25,1,3,1,4,1,1
1,15,3,6,1778,0,3,3,4,26,2,1,2,3,1,1
2,15,0,5,2327,0,3,3,4,25,2,3,1,4,1,1
0,24,4,3,6872,0,3,3,2,55,1,3,1,2,1,1
0,12,0,8,795,0,1,3,2,53,2,3,1,2,1,1
2,30,2,9,1908,0,1,3,4,66,2,3,1,1,1,1
1,36,3,9,1953,0,1,3,3,61,2,2,1,1,1,1
2,18,0,3,2864,0,3,3,4,34,2,3,1,4,2,1
2,21,1,8,2319,0,3,3,1,33,2,1,1,2,1,1
0,24,0,6,915,4,1,3,1,29,1,3,1,2,1,1
2,24,0,6,947,0,1,3,3,38,1,2,1,2,2,1
0,24,0,6,1381,4,1,3,2,35,2,3,1,2,1,1
0,24,0,6,1285,4,1,3,3,32,2,1,1,2,1,1
0,24,0,6,1371,4,1,3,4,25,2,1,1,2,1,1
1,18,0,6,1042,4,1,3,2,33,2,3,1,2,1,1
0,12,0,6,900,4,1,3,1,23,2,3,1,2,1,1
0,24,0,6,1207,0,1,3,2,24,2,1,1,2,1,1
1,18,3,6,2278,1,2,3,1,28,2,3,2,2,1,1
0,60,2,9,6836,0,2,3,3,63,2,3,2,2,1,1
0,24,0,3,3345,0,1,3,2,39,2,1,1,1,1,1
0,6,4,8,1198,0,1,3,3,35,2,2,1,2,1,1
1,48,0,9,15672,0,3,3,1,23,2,3,1,2,1,1
0,60,0,9,7297,0,1,1,3,36,2,1,1,2,1,1
3,18,0,4,1943,0,1,3,4,23,2,3,1,2,1,1
0,18,0,5,3190,0,3,3,4,24,2,3,1,2,1,1
1,9,4,2,5129,0,3,3,3,74,1,2,1,1,2,1
3,18,2,3,1808,0,1,3,4,22,2,3,1,2,1,1
2,10,0,6,1240,1,4,3,3,48,2,2,1,4,2,1
0,12,0,6,759,0,1,3,4,26,2,3,1,2,1,1
1,8,0,3,1237,0,2,3,4,24,2,3,1,2,1,1
3,9,0,3,1980,0,3,1,1,19,2,1,2,2,1,1
1,48,0,5,10961,3,4,1,3,27,1,3,2,2,1,1
0,36,2,8,6887,0,1,3,2,29,3,3,1,2,1,1
0,24,0,5,1938,0,1,3,2,32,2,3,1,2,1,1
0,21,0,5,1835,0,2,3,4,25,2,3,2,2,1,1
0,24,2,5,1659,0,1,3,1,29,2,1,1,4,1,1
1,6,2,6,1209,0,1,3,2,47,2,3,1,1,1,1
1,48,3,9,3844,1,1,3,3,34,2,2,1,4,2,1
0,12,1,6,4843,0,2,1,2,43,2,1,2,2,1,1
1,12,0,4,639,0,1,3,1,30,2,3,1,2,1,1
1,48,0,5,5951,0,3,3,4,22,2,3,1,2,1,1
1,36,3,5,3804,0,1,3,1,42,2,3,1,2,1,1
3,36,2,5,4463,0,1,3,1,26,2,3,2,1,1,1
3,36,2,9,7980,4,1,3,1,27,2,1,2,2,1,1
2,36,0,5,4210,0,1,3,1,26,2,3,1,2,1,1
3,6,0,3,4611,0,4,3,2,32,2,3,1,2,1,1
1,24,0,2,11560,0,4,3,1,23,2,1,2,1,1,1
3,18,3,9,4165,0,3,3,1,36,3,3,2,2,2,1
1,24,0,3,4057,0,2,3,1,43,2,3,1,2,1,1
3,18,4,6,6458,0,3,3,3,39,1,3,2,1,2,1
3,12,0,6,1386,2,3,3,2,26,2,3,1,2,1,1
0,36,0,8,1977,4,1,3,3,40,2,3,1,1,1,1
1,18,1,3,1928,0,3,3,4,31,2,3,2,4,1,1
3,12,0,3,1123,2,1,3,1,29,2,1,1,4,1,1
1,24,0,1,11328,0,3,1,1,29,1,3,2,1,1,1
1,24,1,1,11938,0,3,1,1,39,2,3,2,1,2,1
