Age,Job,Marital,Education,Default,Balance,HHInsurance,CarLoan,Communication,LastContactDay,LastContactMonth,NoOfContacts,DaysPassed,PrevAttempts,Outcome,CarInsurance,CallLengthMin
34,blue-collar,married,primary,0,-288,1,0,unknown,19,may,1,-1,0,unknown,0,10.7166666666667
32,management,married,tertiary,0,92,0,0,unknown,3,jul,1,-1,0,unknown,0,1.93333333333333
57,technician,divorced,secondary,0,77,1,1,cellular,29,jan,3,246,2,failure,0,2.8
59,retired,married,secondary,0,163,0,0,cellular,24,jul,1,-1,0,unknown,0,7.73333333333333
31,technician,divorced,tertiary,0,0,0,0,cellular,27,aug,6,-1,0,unknown,1,9.68333333333333
43,admin.,married,secondary,0,2271,0,0,telephone,10,nov,1,-1,0,unknown,1,8.73333333333333
47,management,married,secondary,0,458,0,0,cellular,18,nov,1,-1,0,unknown,0,1.1
42,blue-collar,single,secondary,0,625,0,0,unknown,19,jun,3,-1,0,unknown,1,10.85
29,management,single,tertiary,0,1170,0,0,cellular,20,apr,1,-1,0,unknown,1,7.55
33,blue-collar,single,primary,0,785,1,0,cellular,20,nov,1,-1,0,unknown,0,2.31666666666667
30,admin.,single,secondary,0,387,1,0,unknown,8,may,1,-1,0,unknown,0,1.25
45,management,married,secondary,0,1134,0,1,cellular,9,feb,4,-1,0,unknown,0,1.7
42,unemployed,married,tertiary,0,576,0,0,cellular,27,feb,1,-1,0,unknown,1,2.6
26,services,single,tertiary,0,1140,1,0,cellular,6,feb,2,-1,0,unknown,1,16.4
27,blue-collar,single,secondary,0,2486,1,0,unknown,29,may,1,-1,0,unknown,1,12.2166666666667
58,services,married,secondary,0,307,0,0,telephone,25,mar,2,-1,0,unknown,0,4.7
51,admin.,divorced,secondary,0,21,0,0,cellular,23,jul,17,-1,0,unknown,0,0.883333333333333
44,services,married,secondary,0,-627,1,0,unknown,26,may,2,-1,0,unknown,0,6.21666666666667
50,admin.,divorced,secondary,0,363,1,0,unknown,16,may,1,-1,0,unknown,1,22.3333333333333
31,services,divorced,primary,0,459,1,0,cellular,7,may,1,293,1,success,1,10.3833333333333
40,self-employed,married,tertiary,0,271,1,0,cellular,11,aug,4,-1,0,unknown,0,4.41666666666667
46,entrepreneur,married,secondary,0,131,1,0,cellular,20,apr,2,-1,0,unknown,0,1.15
45,unemployed,married,secondary,0,383,0,0,cellular,23,apr,1,-1,0,unknown,0,4.88333333333333
41,services,married,secondary,0,121,1,0,cellular,17,apr,1,324,1,other,0,0.683333333333333
33,services,married,secondary,0,386,0,0,cellular,12,may,1,181,5,success,1,5.28333333333333
40,blue-collar,married,primary,0,1841,1,0,cellular,15,may,4,-1,0,unknown,1,14.6666666666667
58,admin.,married,secondary,0,826,0,0,unknown,12,jun,1,-1,0,unknown,1,14.75
42,unemployed,married,secondary,0,1289,0,0,cellular,15,jul,4,415,2,failure,1,4.16666666666667
35,admin.,married,primary,0,-229,1,0,cellular,5,may,1,-1,0,unknown,0,2.93333333333333
49,admin.,married,secondary,0,2116,0,0,cellular,8,aug,3,-1,0,unknown,0,1.81666666666667
26,services,single,secondary,0,127,1,1,cellular,23,jul,3,-1,0,unknown,0,1.41666666666667
29,student,single,tertiary,0,0,0,0,unknown,26,may,3,-1,0,unknown,0,0.866666666666667
38,technician,married,tertiary,0,3234,0,0,cellular,18,nov,2,-1,0,unknown,1,9.63333333333333
51,blue-collar,married,secondary,0,0,1,0,unknown,5,may,2,-1,0,unknown,0,2.88333333333333
60,management,married,tertiary,0,3401,0,0,cellular,30,oct,1,270,1,failure,1,4.9
28,technician,single,tertiary,0,386,0,0,cellular,25,may,1,-1,0,unknown,1,14.45
35,self-employed,single,tertiary,0,1129,1,0,cellular,21,nov,2,184,2,failure,0,1.06666666666667
35,technician,single,secondary,0,196,1,0,cellular,21,nov,1,-1,0,unknown,0,5.3
52,blue-collar,married,primary,0,994,0,0,cellular,22,aug,2,-1,0,unknown,0,1.81666666666667
47,housemaid,married,secondary,0,2524,0,0,cellular,12,oct,1,-1,0,unknown,1,1.75
27,technician,single,secondary,0,41,1,1,cellular,25,jul,1,-1,0,unknown,0,13.3833333333333
35,technician,single,tertiary,0,0,0,0,cellular,14,jan,7,-1,0,unknown,1,3.11666666666667
40,management,married,tertiary,0,226,1,0,cellular,12,may,2,-1,0,unknown,0,4.36666666666667
35,self-employed,married,tertiary,0,1987,0,0,cellular,8,aug,3,-1,0,unknown,0,5.58333333333333
30,self-employed,single,primary,0,163,0,0,cellular,9,feb,3,-1,0,unknown,0,3.73333333333333
42,blue-collar,married,secondary,0,-274,1,0,cellular,10,jul,1,-1,0,unknown,0,1.25
48,management,divorced,tertiary,0,-130,1,0,cellular,29,sep,2,61,9,failure,0,1.83333333333333
47,admin.,married,secondary,0,2524,1,0,cellular,19,nov,1,-1,0,unknown,0,0.833333333333333
80,retired,married,primary,0,1021,0,0,telephone,26,feb,1,-1,0,unknown,0,0.616666666666667
36,management,married,tertiary,0,3949,0,0,cellular,28,jan,2,-1,0,unknown,1,2.16666666666667
58,retired,married,secondary,0,32948,0,0,unknown,29,may,2,-1,0,unknown,0,6.06666666666667
30,admin.,single,secondary,0,315,1,0,cellular,14,may,3,346,4,failure,1,14.7333333333333
26,entrepreneur,married,tertiary,1,144,0,1,cellular,25,jul,1,-1,0,unknown,0,12.1666666666667
59,management,married,tertiary,0,2319,1,0,unknown,15,may,32,-1,0,unknown,0,2.2
39,admin.,single,tertiary,0,23,0,0,unknown,11,jun,3,-1,0,unknown,0,2.7
56,management,married,tertiary,0,2333,0,0,cellular,4,may,1,-1,0,unknown,1,4.06666666666667
38,technician,single,tertiary,0,508,1,1,cellular,12,aug,2,-1,0,unknown,1,18.3833333333333
29,entrepreneur,married,tertiary,0,3037,1,0,unknown,27,may,3,-1,0,unknown,0,0.566666666666667
44,blue-collar,married,secondary,0,2979,1,0,cellular,18,may,5,178,3,other,0,0.3
31,technician,married,tertiary,0,1197,1,0,unknown,24,jun,3,-1,0,unknown,0,5.85
38,blue-collar,married,primary,0,5839,1,0,unknown,4,jun,2,-1,0,unknown,1,16.4
36,blue-collar,married,unknown,0,722,1,0,unknown,20,may,2,-1,0,unknown,0,4.46666666666667
40,blue-collar,married,secondary,0,72,1,0,unknown,26,jun,3,-1,0,unknown,0,1.83333333333333
34,entrepreneur,married,primary,0,7279,1,0,cellular,12,may,1,-1,0,unknown,1,14.7
51,technician,married,secondary,0,313,0,1,cellular,8,jul,1,-1,0,unknown,0,6.3
59,retired,married,secondary,0,25947,0,0,cellular,13,aug,2,-1,0,unknown,0,4.86666666666667
23,student,single,secondary,0,431,0,0,cellular,15,feb,3,186,2,success,1,3.35
45,management,married,tertiary,0,849,0,0,unknown,13,may,1,-1,0,unknown,0,1
62,retired,married,secondary,0,1495,0,0,cellular,13,oct,1,57,2,success,1,14.9333333333333
42,technician,married,tertiary,0,849,0,0,cellular,13,aug,2,-1,0,unknown,0,6.71666666666667
34,blue-collar,single,unknown,0,-90,1,0,cellular,18,may,1,370,1,failure,0,0.333333333333333
39,blue-collar,married,secondary,1,-931,1,0,unknown,28,may,5,-1,0,unknown,0,1.53333333333333
36,services,divorced,secondary,0,82,1,0,cellular,10,jul,1,-1,0,unknown,0,3.76666666666667
57,housemaid,married,primary,0,2785,0,0,cellular,11,aug,4,-1,0,unknown,1,10.1666666666667
58,admin.,divorced,secondary,0,1947,0,0,telephone,26,oct,1,-1,0,unknown,1,3.8
45,blue-collar,married,primary,0,-485,1,0,cellular,7,aug,2,-1,0,unknown,0,2.03333333333333
49,technician,divorced,tertiary,0,1807,1,0,cellular,12,mar,1,-1,0,unknown,1,3.81666666666667
61,retired,married,secondary,0,938,0,0,cellular,15,jul,2,183,3,success,1,6.53333333333333
39,unemployed,married,secondary,0,2245,0,0,cellular,21,nov,2,-1,0,unknown,1,12.4833333333333
36,self-employed,single,tertiary,0,1240,0,0,cellular,31,jul,3,-1,0,unknown,1,13.5333333333333
34,management,married,tertiary,0,611,0,0,cellular,2,jun,1,-1,0,unknown,1,5.83333333333333
33,blue-collar,married,primary,0,35,0,0,cellular,15,may,3,-1,0,unknown,0,0.783333333333333
67,retired,married,unknown,0,2540,0,0,telephone,14,jun,5,116,4,other,1,4.63333333333333
29,unemployed,single,secondary,0,523,0,0,cellular,5,feb,1,-1,0,unknown,0,5.85
31,technician,single,tertiary,0,882,0,0,cellular,4,sep,1,93,1,success,1,4.88333333333333
37,blue-collar,married,primary,0,655,1,0,cellular,5,feb,2,258,4,failure,0,2.11666666666667
36,services,married,primary,0,413,1,0,telephone,13,may,1,176,1,failure,0,1
73,retired,divorced,primary,0,2308,0,0,telephone,30,mar,2,-1,0,unknown,1,2.71666666666667
44,services,married,secondary,0,1422,1,0,unknown,20,may,8,-1,0,unknown,0,2.15
41,blue-collar,married,unknown,0,665,1,0,unknown,19,may,3,-1,0,unknown,0,2.36666666666667
27,management,married,tertiary,0,802,0,0,cellular,22,sep,1,-1,0,unknown,1,9.48333333333333
29,admin.,divorced,secondary,0,0,0,0,unknown,9,may,1,-1,0,unknown,0,6.55
37,admin.,married,secondary,0,1967,0,0,telephone,27,oct,1,-1,0,unknown,1,6.26666666666667
34,management,married,tertiary,0,519,0,0,cellular,11,aug,3,-1,0,unknown,0,0.95
49,management,single,tertiary,0,7443,0,0,telephone,19,jun,5,211,2,failure,1,4.88333333333333
32,technician,single,secondary,0,3297,0,0,cellular,11,aug,2,-1,0,unknown,0,1.65
30,management,single,tertiary,0,30,0,0,cellular,21,aug,5,-1,0,unknown,0,3.66666666666667
48,blue-collar,married,secondary,0,794,0,0,cellular,11,aug,6,-1,0,unknown,0,2.25
50,blue-collar,married,secondary,0,74,1,1,unknown,27,may,1,-1,0,unknown,0,2.43333333333333
25,student,single,secondary,0,203,0,0,cellular,4,may,1,-1,0,unknown,0,1.8
32,housemaid,married,primary,0,163,0,0,cellular,13,aug,2,-1,0,unknown,0,2.2
31,self-employed,single,tertiary,0,1815,0,0,telephone,30,apr,1,80,1,success,0,1.78333333333333
36,blue-collar,married,secondary,0,6290,1,0,unknown,3,jun,20,-1,0,unknown,0,0.316666666666667
25,blue-collar,single,secondary,0,2354,0,1,unknown,27,may,1,-1,0,unknown,0,1.63333333333333
34,blue-collar,married,primary,0,3527,1,0,cellular,21,nov,1,-1,0,unknown,1,17.0333333333333
57,management,divorced,tertiary,0,6468,1,0,cellular,31,mar,4,-1,0,unknown,0,11.4
73,retired,divorced,tertiary,0,3203,0,0,cellular,20,apr,1,-1,0,unknown,1,2.46666666666667
29,management,single,tertiary,0,502,0,0,cellular,8,jul,1,87,5,failure,1,16.1333333333333
32,entrepreneur,married,tertiary,0,11591,1,0,cellular,18,nov,1,-1,0,unknown,0,0.716666666666667
38,housemaid,married,secondary,0,-278,1,0,cellular,28,jul,2,-1,0,unknown,0,2.38333333333333
52,retired,divorced,tertiary,0,-309,1,0,unknown,19,jun,2,-1,0,unknown,1,8.33333333333333
34,management,single,tertiary,0,7263,1,0,telephone,6,apr,1,-1,0,unknown,0,1.43333333333333
58,blue-collar,married,secondary,0,602,1,0,cellular,13,may,1,-1,0,unknown,0,3.35
36,self-employed,married,tertiary,0,7343,0,0,cellular,17,nov,1,-1,0,unknown,0,1.3
38,admin.,married,tertiary,0,1988,0,0,cellular,2,jun,1,67,4,success,1,1.71666666666667
32,admin.,married,tertiary,0,57,0,0,cellular,9,jul,2,-1,0,unknown,0,8.83333333333333
37,unemployed,married,secondary,0,1978,0,0,cellular,9,sep,1,182,1,success,1,6.73333333333333
29,technician,single,secondary,0,-219,1,0,cellular,15,may,3,368,2,failure,0,1.41666666666667
37,management,married,primary,0,1506,0,0,cellular,2,nov,3,80,3,success,0,1.68333333333333
59,management,married,tertiary,0,3342,0,0,cellular,18,mar,2,188,6,other,1,7.78333333333333
32,management,married,tertiary,0,210,0,0,cellular,14,jul,3,-1,0,unknown,0,2.01666666666667
36,management,married,tertiary,0,495,0,0,cellular,5,aug,3,97,2,success,1,2.61666666666667
29,services,married,secondary,0,182,1,0,telephone,13,may,3,-1,0,unknown,0,0.633333333333333
44,management,single,tertiary,0,1424,1,0,cellular,8,aug,2,-1,0,unknown,0,3.35
33,entrepreneur,married,secondary,0,-122,0,0,cellular,24,jul,5,-1,0,unknown,0,2.05
43,entrepreneur,married,secondary,0,104,1,0,cellular,18,jul,3,-1,0,unknown,1,10.5833333333333
32,management,married,tertiary,0,302,1,1,unknown,23,feb,1,384,2,failure,1,1.01666666666667
42,management,divorced,tertiary,0,5037,0,0,cellular,16,jul,6,84,14,success,0,1.66666666666667
27,unemployed,single,tertiary,0,37,1,0,unknown,13,may,3,-1,0,unknown,0,2.71666666666667
35,management,single,tertiary,0,80,0,0,cellular,4,sep,2,94,1,other,1,7.23333333333333
54,management,married,tertiary,0,154,0,0,unknown,9,may,3,-1,0,unknown,0,2.58333333333333
73,retired,married,tertiary,0,448,0,0,cellular,22,jun,1,90,1,success,0,1.13333333333333
34,technician,married,secondary,0,-259,1,0,unknown,27,may,2,-1,0,unknown,0,2.06666666666667
31,management,single,tertiary,0,0,0,0,cellular,25,aug,5,-1,0,unknown,0,3.18333333333333
25,technician,single,secondary,0,505,0,1,cellular,17,nov,2,-1,0,unknown,1,6.43333333333333
43,blue-collar,married,primary,0,-476,1,0,unknown,26,may,1,-1,0,unknown,0,0.266666666666667
52,blue-collar,married,secondary,0,1405,0,1,cellular,17,jul,2,-1,0,unknown,1,12.55
42,management,single,secondary,0,50,0,0,unknown,5,may,1,-1,0,unknown,0,0.8
37,blue-collar,married,secondary,0,103,1,0,cellular,12,may,1,-1,0,unknown,0,2.55
36,technician,married,secondary,0,1368,0,0,cellular,1,jun,1,292,5,failure,1,8.6
64,retired,married,secondary,0,2031,0,0,cellular,13,nov,5,-1,0,unknown,0,3.36666666666667
40,retired,married,primary,0,407,1,0,cellular,2,feb,1,271,1,failure,0,3.33333333333333
41,management,divorced,tertiary,0,846,0,1,cellular,23,jul,3,-1,0,unknown,0,3.43333333333333
35,technician,single,secondary,0,1693,1,0,cellular,10,feb,1,-1,0,unknown,1,8.58333333333333
29,technician,single,secondary,0,3466,0,0,cellular,21,apr,1,-1,0,unknown,1,4.56666666666667
38,student,married,secondary,0,134,0,0,cellular,27,aug,8,-1,0,unknown,0,1.51666666666667
41,blue-collar,married,secondary,0,167,0,0,unknown,20,jun,1,-1,0,unknown,0,0.8
22,student,single,secondary,0,2488,0,0,cellular,8,nov,2,38,10,other,1,7.48333333333333
58,unemployed,married,secondary,0,1625,0,0,cellular,5,feb,2,-1,0,unknown,1,4.76666666666667
50,blue-collar,married,primary,0,12519,1,0,cellular,21,nov,3,34,1,failure,1,10.25
34,blue-collar,single,secondary,0,-96,1,0,unknown,27,may,2,-1,0,unknown,0,2.55
41,services,married,primary,0,510,0,0,unknown,9,jun,2,-1,0,unknown,0,5.26666666666667
47,admin.,married,secondary,0,726,0,0,unknown,17,jun,3,-1,0,unknown,0,1
54,technician,married,secondary,0,473,0,1,cellular,13,aug,1,-1,0,unknown,0,1.86666666666667
35,technician,married,secondary,0,150,0,0,cellular,18,aug,5,-1,0,unknown,0,4.03333333333333
40,housemaid,married,tertiary,0,0,0,0,unknown,6,oct,1,-1,0,unknown,0,0.1
28,self-employed,single,secondary,0,5679,1,0,cellular,9,feb,4,-1,0,unknown,1,11.6833333333333
52,management,married,tertiary,0,1065,1,1,unknown,30,may,1,-1,0,unknown,0,2.65
48,blue-collar,married,secondary,0,1730,1,0,cellular,4,may,1,89,3,success,1,6.01666666666667
55,housemaid,divorced,primary,0,77,0,0,cellular,31,jul,6,-1,0,unknown,1,7.71666666666667
32,blue-collar,married,secondary,0,169,1,0,cellular,14,may,2,-1,0,unknown,0,4.85
40,blue-collar,married,primary,0,-108,1,0,unknown,19,jun,3,-1,0,unknown,0,2.48333333333333
35,blue-collar,married,secondary,0,503,1,1,unknown,9,may,2,-1,0,unknown,0,0.95
29,self-employed,single,tertiary,0,415,0,0,cellular,29,jan,1,-1,0,unknown,0,2.03333333333333
30,management,divorced,tertiary,0,415,1,1,cellular,6,may,1,343,4,failure,1,16.4
36,self-employed,single,secondary,0,74,1,1,cellular,12,may,2,-1,0,unknown,0,3.3
34,blue-collar,married,primary,0,-106,1,0,unknown,27,may,1,-1,0,unknown,0,3.95
60,unemployed,married,primary,0,0,0,0,cellular,22,jul,1,412,1,other,1,19.8833333333333
50,blue-collar,divorced,primary,0,149,1,0,unknown,7,may,1,-1,0,unknown,0,1.23333333333333
25,student,single,secondary,0,1747,1,0,cellular,24,jul,1,-1,0,unknown,1,15.05
27,blue-collar,married,secondary,0,484,1,0,cellular,15,may,1,361,2,failure,0,3.5
43,unemployed,divorced,secondary,0,4478,1,0,unknown,13,may,1,-1,0,unknown,0,2.21666666666667
55,unknown,married,tertiary,0,0,0,0,unknown,5,jun,1,-1,0,unknown,0,0.633333333333333
37,services,married,secondary,0,345,1,1,cellular,16,apr,1,148,1,failure,0,1.9
58,blue-collar,married,primary,0,76,1,0,unknown,5,may,2,-1,0,unknown,0,2.6
34,technician,single,tertiary,0,2733,0,0,cellular,14,jul,1,-1,0,unknown,1,10.0666666666667
32,admin.,single,secondary,0,1649,0,0,cellular,27,may,2,-1,0,unknown,0,3.4
29,admin.,single,secondary,0,464,0,0,cellular,9,nov,2,91,3,success,1,3.46666666666667
70,retired,divorced,secondary,0,6850,0,0,telephone,3,sep,1,182,4,failure,0,3.8
42,admin.,married,secondary,0,16517,0,0,cellular,15,mar,5,203,4,failure,0,9.15
33,management,single,tertiary,0,4176,0,0,cellular,26,mar,3,-1,0,unknown,1,4.8
45,entrepreneur,married,tertiary,0,3689,1,0,cellular,7,may,1,169,5,failure,0,6.61666666666667
39,management,divorced,tertiary,0,-999,1,0,unknown,27,may,1,-1,0,unknown,0,5.21666666666667
51,blue-collar,married,primary,0,541,0,0,cellular,11,aug,3,-1,0,unknown,1,11.05
22,student,single,secondary,0,120,0,0,cellular,7,dec,5,-1,0,unknown,0,4.08333333333333
38,services,married,primary,0,175,0,0,unknown,17,jun,2,-1,0,unknown,0,2.2
51,blue-collar,married,secondary,0,7180,1,0,unknown,14,may,1,-1,0,unknown,1,15.45
30,entrepreneur,single,secondary,0,732,0,0,cellular,3,feb,4,-1,0,unknown,1,23.4
38,admin.,divorced,secondary,0,19,1,0,unknown,30,may,2,-1,0,unknown,1,10.0666666666667
50,unknown,married,unknown,0,558,0,0,cellular,9,jul,1,683,6,failure,1,7.73333333333333
42,services,married,secondary,0,1376,1,0,cellular,2,jun,2,92,4,success,1,4.51666666666667
24,student,single,secondary,0,822,0,0,cellular,27,oct,1,91,2,failure,1,3.06666666666667
34,entrepreneur,single,secondary,1,-200,0,1,cellular,25,jul,5,-1,0,unknown,0,4.13333333333333
55,technician,divorced,secondary,0,35,1,0,cellular,20,aug,4,-1,0,unknown,0,2.1
39,blue-collar,married,primary,0,568,1,0,unknown,21,may,3,-1,0,unknown,0,2.88333333333333
51,admin.,married,secondary,0,684,1,0,cellular,20,nov,1,-1,0,unknown,0,1.13333333333333
23,services,single,secondary,0,91,1,0,unknown,16,may,2,-1,0,unknown,0,6.23333333333333
31,technician,married,secondary,0,367,0,0,cellular,28,aug,17,-1,0,unknown,0,1.31666666666667
36,technician,divorced,secondary,0,69,1,0,cellular,12,may,2,369,3,failure,0,1.01666666666667
37,management,married,tertiary,0,9269,1,1,cellular,17,apr,1,149,2,failure,0,1.18333333333333
30,management,single,tertiary,0,5359,0,0,cellular,26,feb,1,191,3,success,1,7.11666666666667
38,admin.,married,secondary,0,1767,1,0,cellular,9,jul,4,239,7,success,1,8.05
32,entrepreneur,single,tertiary,0,-34,1,0,cellular,11,mar,1,-1,0,unknown,1,1.68333333333333
32,management,single,tertiary,0,41,0,0,cellular,21,aug,5,-1,0,unknown,1,11.4333333333333
53,blue-collar,married,primary,0,1138,1,0,cellular,6,aug,2,-1,0,unknown,0,6.25
32,blue-collar,married,secondary,0,897,1,0,cellular,7,apr,3,322,2,failure,0,4.88333333333333
27,services,married,secondary,0,511,1,0,unknown,30,jun,5,-1,0,unknown,0,1.41666666666667
34,management,married,tertiary,0,589,0,0,cellular,1,sep,1,44,3,other,1,5
27,blue-collar,single,primary,0,497,1,0,cellular,20,apr,2,272,1,other,0,4.25
27,student,single,tertiary,0,118,0,0,cellular,25,may,1,-1,0,unknown,0,1.86666666666667
24,technician,single,secondary,0,-73,1,0,cellular,18,may,2,-1,0,unknown,0,0.116666666666667
56,technician,married,secondary,0,1093,0,0,cellular,7,aug,4,-1,0,unknown,0,1.48333333333333
63,retired,divorced,tertiary,0,0,0,0,cellular,13,may,1,181,2,success,1,4.38333333333333
32,management,single,tertiary,0,0,0,0,cellular,29,aug,2,-1,0,unknown,0,4.25
46,management,married,tertiary,0,273,1,0,cellular,15,sep,1,105,3,failure,1,32.7
35,self-employed,married,secondary,0,0,0,0,cellular,12,aug,2,-1,0,unknown,0,1.06666666666667
47,admin.,married,secondary,0,407,1,0,unknown,5,jun,12,-1,0,unknown,0,1.11666666666667
45,technician,married,tertiary,0,377,1,0,unknown,19,jun,3,-1,0,unknown,1,13.9166666666667
31,blue-collar,married,secondary,0,0,0,0,telephone,23,jul,1,-1,0,unknown,0,0.6
32,services,single,secondary,0,-23,0,0,cellular,11,may,1,305,1,failure,0,3.08333333333333
34,services,married,secondary,0,0,1,0,unknown,19,may,4,-1,0,unknown,0,1.91666666666667
46,management,married,tertiary,0,11385,0,0,cellular,24,mar,3,-1,0,unknown,1,4.48333333333333
32,technician,single,tertiary,0,5514,0,0,cellular,22,apr,1,182,1,success,1,5.31666666666667
27,admin.,married,secondary,0,897,0,0,cellular,5,jun,1,-1,0,unknown,1,6.61666666666667
31,management,single,tertiary,0,533,0,0,telephone,12,may,1,90,10,success,1,6.2
31,blue-collar,married,secondary,0,335,1,0,unknown,8,may,1,-1,0,unknown,0,3.76666666666667
37,unemployed,married,secondary,0,4769,0,0,cellular,29,jan,1,-1,0,unknown,0,2.06666666666667
29,blue-collar,married,secondary,0,2312,1,0,telephone,14,jul,3,-1,0,unknown,0,1.81666666666667
29,blue-collar,married,secondary,0,1175,1,1,cellular,30,jul,4,-1,0,unknown,0,2.35
45,services,married,secondary,0,-406,1,1,cellular,21,jul,2,-1,0,unknown,0,4.6
57,admin.,married,secondary,0,403,1,0,cellular,18,may,1,340,2,other,1,10.05
39,technician,divorced,tertiary,1,3,0,0,cellular,6,may,1,-1,0,unknown,1,8.13333333333333
26,student,single,secondary,0,8015,0,0,cellular,26,may,1,-1,0,unknown,0,1.81666666666667
48,admin.,married,secondary,0,50,0,1,cellular,21,oct,1,-1,0,unknown,1,6.98333333333333
54,management,married,secondary,0,4080,0,0,unknown,5,may,1,-1,0,unknown,0,2.33333333333333
37,technician,married,tertiary,0,88,0,0,cellular,6,may,1,90,3,other,1,3.25
31,technician,married,secondary,0,1173,1,0,cellular,14,jul,3,-1,0,unknown,1,7.4
39,management,married,secondary,0,2198,0,0,unknown,16,jun,1,-1,0,unknown,0,6.96666666666667
35,technician,married,secondary,0,13,0,0,cellular,22,aug,2,-1,0,unknown,0,1.56666666666667
35,self-employed,single,tertiary,0,4294,0,0,unknown,26,jun,4,-1,0,unknown,0,8.81666666666667
31,management,married,tertiary,0,917,1,0,cellular,27,aug,9,-1,0,unknown,0,1.66666666666667
57,admin.,married,secondary,0,4168,1,1,unknown,16,may,1,-1,0,unknown,0,0.783333333333333
41,management,married,tertiary,0,2767,0,0,cellular,30,apr,1,-1,0,unknown,0,1.25
55,admin.,married,secondary,0,139,0,0,cellular,30,apr,1,-1,0,unknown,1,4.01666666666667
38,admin.,divorced,secondary,0,485,1,0,cellular,2,feb,1,-1,0,unknown,0,4.2
32,blue-collar,single,secondary,0,226,1,0,unknown,5,jun,5,-1,0,unknown,0,7.1
39,management,single,tertiary,0,11971,1,0,telephone,15,may,10,179,5,failure,0,1.25
42,technician,married,secondary,0,300,1,0,cellular,19,nov,1,-1,0,unknown,0,1.26666666666667
75,retired,divorced,primary,0,37127,0,0,cellular,11,feb,1,-1,0,unknown,0,8.41666666666667
48,management,married,secondary,0,36686,0,0,cellular,30,apr,1,-1,0,unknown,0,4.91666666666667
38,management,married,tertiary,0,1722,1,0,cellular,10,jul,1,-1,0,unknown,1,8.33333333333333
46,technician,single,tertiary,0,628,0,0,cellular,20,nov,5,-1,0,unknown,0,7.56666666666667
35,self-employed,single,tertiary,0,353,0,0,cellular,11,feb,1,183,1,success,1,5.86666666666667
33,technician,single,tertiary,0,119,0,1,cellular,21,jul,3,-1,0,unknown,0,3.36666666666667
45,services,married,secondary,0,-75,1,0,cellular,2,feb,1,252,1,failure,0,2.23333333333333
56,management,married,tertiary,0,171,0,1,telephone,17,jul,2,-1,0,unknown,0,10.1666666666667
36,management,married,tertiary,0,255,0,0,cellular,25,aug,6,95,4,success,1,4.03333333333333
35,blue-collar,single,secondary,0,510,1,0,unknown,16,may,6,-1,0,unknown,0,1.35
41,blue-collar,married,secondary,0,2823,1,0,unknown,14,may,1,-1,0,unknown,1,14.3
52,blue-collar,married,primary,0,1524,0,0,cellular,3,jul,6,-1,0,unknown,1,16.7833333333333
34,blue-collar,married,secondary,0,1454,1,0,cellular,11,feb,2,297,2,failure,1,3.85
31,blue-collar,married,secondary,0,1664,1,0,cellular,20,apr,1,182,1,success,0,2.63333333333333
64,self-employed,married,tertiary,0,661,0,0,cellular,21,dec,2,294,2,failure,1,6.11666666666667
46,management,married,tertiary,0,0,0,0,cellular,3,mar,13,-1,0,unknown,1,5.08333333333333
69,technician,married,tertiary,0,482,0,0,cellular,29,jul,1,267,1,failure,1,7.96666666666667
32,management,married,tertiary,0,6138,0,0,cellular,29,jul,2,90,9,failure,1,8.65
44,management,married,secondary,0,11972,0,0,unknown,19,jun,1,-1,0,unknown,0,2.11666666666667
57,management,married,tertiary,0,334,1,0,cellular,15,may,2,365,2,failure,0,2.81666666666667
27,services,single,secondary,0,1347,0,0,telephone,28,dec,1,193,11,success,1,13.7333333333333
39,entrepreneur,divorced,secondary,0,-271,1,0,cellular,7,may,1,-1,0,unknown,0,6.76666666666667
30,management,married,secondary,0,503,1,0,cellular,2,feb,1,-1,0,unknown,0,1.6
33,services,married,tertiary,0,570,0,0,cellular,25,may,1,-1,0,unknown,0,1.16666666666667
42,management,married,unknown,0,849,1,0,cellular,8,oct,1,321,1,other,1,11.1166666666667
30,services,married,secondary,0,475,0,0,cellular,22,aug,5,-1,0,unknown,0,3.2
31,technician,married,tertiary,0,120,0,0,cellular,8,aug,1,-1,0,unknown,1,16.6666666666667
58,management,married,secondary,0,37,0,0,cellular,18,aug,11,-1,0,unknown,0,1.4
24,student,single,secondary,0,82,1,0,unknown,5,may,2,-1,0,unknown,0,3.4
39,technician,married,secondary,0,2266,0,0,cellular,18,feb,4,-1,0,unknown,1,3.46666666666667
32,technician,single,tertiary,0,1855,0,0,cellular,15,sep,2,134,1,other,1,2.1
29,admin.,single,secondary,0,163,1,1,unknown,16,may,1,-1,0,unknown,1,13.3833333333333
47,entrepreneur,divorced,tertiary,0,178,0,0,cellular,4,feb,1,-1,0,unknown,0,4.85
43,technician,married,secondary,0,0,1,1,cellular,4,feb,8,204,5,failure,0,8.98333333333333
38,blue-collar,married,primary,0,1401,0,0,cellular,13,may,1,-1,0,unknown,1,8.6
38,technician,married,secondary,0,922,1,1,cellular,17,jul,2,-1,0,unknown,0,6.46666666666667
53,technician,married,secondary,0,137,0,1,cellular,18,nov,1,176,1,failure,0,0.866666666666667
65,retired,married,secondary,0,1624,0,0,cellular,27,oct,2,-1,0,unknown,0,3.15
33,admin.,married,secondary,0,-370,1,0,cellular,7,may,1,345,1,failure,1,4.35
